QID-DocID,TF-IDF,Okapi TF,BM25,Laplace,Jelinek-Mercer,Label
152-1076,0,0,0,,,1
152-1077,0,0,0,,,1
152-569,0,0,0,,,1
152-572,0,0,0,,,1
152-687,0,0,0,,,1
152-655,0,0,0,,,1
152-1062,0,0,0,,,0
152-1,173.1857636503153,1.6349206349206349,39.221058405756025,,,0
153-1078,0,0,0,,,1
153-1083,0,0,0,,,1
153-1084,0,0,0,,,1
153-1080,0,0,0,,,1
153-1081,0,0,0,,,1
153-1082,0,0,0,,,1
153-1085,0,0,0,,,1
153-1063,0,0,0,,,0
153-1,410.1768086454837,3.3682539682539683,80.2901214060449,,,0
154-1087,0,0,0,,,1
154-1088,0,0,0,,,1
154-1063,0,0,0,,,0
154-1,601.5926526800426,5.8379509379509384,141.80345422955452,,,0
155-1103,0,0,0,,,1
155-1100,0,0,0,,,1
155-983,0,0,0,,,1
155-1101,0,0,0,,,1
155-1104,0,0,0,,,1
155-1099,0,0,0,,,1
155-1065,0,0,0,,,0
155-1,638.0528134485301,5.9769119769119765,144.71188604154077,,,0
156-983,0,0,0,,,1
156-1102,0,0,0,,,1
156-1097,0,0,0,,,1
156-1100,0,0,0,,,1
156-274,0,0,0,,,1
156-1096,0,0,0,,,1
156-1098,0,0,0,,,1
156-1099,0,0,0,,,1
156-1103,0,0,0,,,1
156-982,0,0,0,,,1
156-1104,0,0,0,,,1
156-553,0,0,0,,,1
156-1101,0,0,0,,,1
156-82,0,0,0,,,1
156-1065,0,0,0,,,0
156-1,136.72560288182788,2.092063492063492,51.749687749696875,,,0
157-273,0,0,0,,,1
157-1105,0,0,0,,,1
157-1106,0,0,0,,,1
157-93,0,0,0,,,1
157-161,0,0,0,,,1
157-302,0,0,0,,,1
157-122,0,0,0,,,1
157-666,0,0,0,,,1
157-1107,0,0,0,,,1
157-556,0,0,0,,,1
157-25,0,0,0,,,1
157-1011,0,0,0,,,1
157-19,0,0,0,,,1
157-35,0,0,0,,,1
157-1355,0,0,0,,,1
157-372,0,0,0,,,1
157-410,0,0,0,,,1
157-456,0,0,0,,,1
157-36,0,0,0,,,1
157-44,0,0,0,,,1
157-215,0,0,0,,,1
157-626,0,0,0,,,1
157-1151,0,0,0,,,1
157-354,0,0,0,,,1
157-369,0,0,0,,,1
157-370,0,0,0,,,1
157-421,0,0,0,,,1
157-557,0,0,0,,,1
157-605,0,0,0,,,1
157-655,0,0,0,,,1
157-657,0,0,0,,,1
157-689,0,0,0,,,1
157-1307,0,0,0,,,1
157-318,0,0,0,,,1
157-423,0,0,0,,,1
157-1304,0,0,0,,,1
157-160,0,0,0,,,1
157-482,0,0,0,,,1
157-572,0,0,0,,,1
157-1006,0,0,0,,,0
157-1,720.0881751776269,8.365656565656566,205.09887657181432,,,0
158-302,0,0,0,,,1
158-1011,0,0,0,,,1
158-552,0,0,0,,,1
158-998,0,0,0,,,1
158-1009,0,0,0,,,1
158-1010,0,0,0,,,1
158-273,0,0,0,,,1
158-556,0,0,0,,,1
158-1006,0,0,0,,,0
158-1,300.7963263400213,2.834920634920635,68.91715011365721,,,0
160-1134,0,0,0,,,1
160-1137,0,0,0,,,1
160-1138,0,0,0,,,1
160-1135,0,0,0,,,1
160-1136,0,0,0,,,1
160-1071,0,0,0,,,0
160-1,109.3804823054623,1.492063492063492,36.48042073676896,,,0
161-54,0,0,0,,,1
161-1386,0,0,0,,,1
161-562,0,0,0,,,1
161-336,0,0,0,,,1
161-55,0,0,0,,,1
161-996,0,0,0,,,1
161-489,0,0,0,,,0
161-1,638.0528134485301,5.886435786435787,142.70607099879163,,,0
163-20,0,0,0,,,1
163-56,0,0,0,,,1
163-57,0,0,0,,,1
163-492,0,0,0,,,0
163-1,373.71664787699615,4.14920634920635,101.80480214150194,,,0
164-311,0,0,0,,,1
164-415,0,0,0,,,1
164-416,0,0,0,,,1
164-798,0,0,0,,,1
164-316,0,0,0,,,1
164-335,0,0,0,,,1
164-1364,0,0,0,,,1
164-1367,0,0,0,,,1
164-503,0,0,0,,,0
164-1,738.3182555618706,6.853968253968254,165.58200582768364,,,0
165-71,0,0,0,,,1
165-72,0,0,0,,,1
165-504,0,0,0,,,0
165-1,82.03536172909672,1.2777777777777777,31.949978875790343,,,0
167-274,0,0,0,,,1
167-82,0,0,0,,,1
167-509,0,0,0,,,0
167-1,938.8491397885516,10.744300144300146,265.8140315621516,,,0
168-217,0,0,0,,,1
168-774,0,0,0,,,1
168-750,0,0,0,,,0
168-1,510.44225075882406,6.239682539682539,156.62874179744313,,,0
169-118,0,0,0,,,1
169-157,0,0,0,,,1
169-774,0,0,0,,,1
169-775,0,0,0,,,1
169-750,0,0,0,,,0
169-1,783.8934565224799,7.843578643578643,192.73109816495543,,,0
170-139,0,0,0,,,1
170-238,0,0,0,,,1
170-239,0,0,0,,,1
170-904,0,0,0,,,1
170-906,0,0,0,,,1
170-672,0,0,0,,,1
170-893,0,0,0,,,0
170-1,838.5836976752112,7.1007215007215,170.3361732126612,,,0
171-252,0,0,0,,,1
171-431,0,0,0,,,1
171-141,0,0,0,,,1
171-516,0,0,0,,,0
171-1,565.1324919115552,6.053102453102453,148.78369057832154,,,0
173-367,0,0,0,,,1
173-451,0,0,0,,,1
173-532,0,0,0,,,0
173-1,528.6723311430677,4.5587301587301585,109.81070429770554,,,0
175-351,0,0,0,,,1
175-966,0,0,0,,,1
175-967,0,0,0,,,1
175-964,0,0,0,,,1
175-965,0,0,0,,,1
175-941,0,0,0,,,0
175-1,583.3625722957988,5.763492063492063,140.34152365032003,,,0
176-582,0,0,0,,,1
176-583,0,0,0,,,1
176-584,0,0,0,,,1
176-585,0,0,0,,,1
176-978,0,0,0,,,1
176-586,0,0,0,,,1
176-982,0,0,0,,,1
176-542,0,0,0,,,0
176-1,164.07072345819344,3.1587301587301586,80.97942746015889,,,0
177-588,0,0,0,,,1
177-589,0,0,0,,,1
177-592,0,0,0,,,1
177-772,0,0,0,,,1
177-590,0,0,0,,,1
177-543,0,0,0,,,0
177-1,638.0528134485302,6.669841269841269,164.01018653519088,,,0
181-973,0,0,0,,,1
181-974,0,0,0,,,1
181-409,0,0,0,,,1
181-997,0,0,0,,,1
181-1061,0,0,0,,,1
181-942,0,0,0,,,0
181-1,428.4068890297274,4.367388167388168,106.16744985948137,,,0
182-685,0,0,0,,,1
182-686,0,0,0,,,1
182-634,0,0,0,,,0
182-1,893.2739388279422,10.361038961038963,256.06402743329744,,,0
183-803,0,0,0,,,1
183-808,0,0,0,,,1
183-802,0,0,0,,,1
183-807,0,0,0,,,1
183-811,0,0,0,,,1
183-253,0,0,0,,,1
183-804,0,0,0,,,1
183-805,0,0,0,,,1
183-806,0,0,0,,,1
183-809,0,0,0,,,1
183-810,0,0,0,,,1
183-1243,0,0,0,,,1
183-1247,0,0,0,,,1
183-758,0,0,0,,,0
183-1,118.49552249758415,2.211111111111111,56.38080609647501,,,0
184-32,0,0,0,,,1
184-67,0,0,0,,,1
184-715,0,0,0,,,1
184-717,0,0,0,,,1
184-716,0,0,0,,,1
184-499,0,0,0,,,1
184-1379,0,0,0,,,1
184-639,0,0,0,,,0
184-1,72.92032153697487,1.1111111111111112,28.02359592960888,,,0
187-838,0,0,0,,,1
187-839,0,0,0,,,1
187-840,0,0,0,,,1
187-743,0,0,0,,,1
187-842,0,0,0,,,1
187-1045,0,0,0,,,1
187-763,0,0,0,,,0
187-1,401.06176845336176,4.991197691197691,122.62246214960368,,,0
189-395,0,0,0,,,1
189-866,0,0,0,,,1
189-869,0,0,0,,,1
189-865,0,0,0,,,1
189-868,0,0,0,,,1
189-870,0,0,0,,,1
189-867,0,0,0,,,1
189-872,0,0,0,,,1
189-873,0,0,0,,,1
189-767,0,0,0,,,0
189-1,246.10608518729018,2.9141414141414144,71.213808337605,,,0
190-15,0,0,0,,,1
190-391,0,0,0,,,1
190-285,0,0,0,,,1
190-390,0,0,0,,,1
190-864,0,0,0,,,1
190-894,0,0,0,,,0
190-1,209.64592441880274,2.477777777777778,61.64607058369153,,,0
196-51,0,0,0,,,1
196-185,0,0,0,,,1
196-874,0,0,0,,,1
196-878,0,0,0,,,1
196-879,0,0,0,,,1
196-880,0,0,0,,,1
196-12,0,0,0,,,1
196-875,0,0,0,,,1
196-876,0,0,0,,,1
196-202,0,0,0,,,1
196-746,0,0,0,,,1
196-13,0,0,0,,,1
196-184,0,0,0,,,0
196-1,683.6280144091394,5.806349206349207,138.80206060501004,,,0
200-1134,0,0,0,,,1
200-1137,0,0,0,,,1
200-1138,0,0,0,,,1
200-1071,0,0,0,,,0
200-1,145.84064307394974,2.6587301587301586,67.89148430622066,,,0
201-552,0,0,0,,,1
201-625,0,0,0,,,1
201-1296,0,0,0,,,1
201-93,0,0,0,,,1
201-1151,0,0,0,,,1
201-401,0,0,0,,,1
201-110,0,0,0,,,1
201-1391,0,0,0,,,1
201-423,0,0,0,,,1
201-541,0,0,0,,,1
201-1295,0,0,0,,,1
201-318,0,0,0,,,1
201-1304,0,0,0,,,1
201-160,0,0,0,,,1
201-369,0,0,0,,,1
201-482,0,0,0,,,1
201-1140,0,0,0,,,0
201-1,182.30080384243715,1.9682539682539684,48.382618613512776,,,0
202-1303,0,0,0,,,1
202-1304,0,0,0,,,1
202-1309,0,0,0,,,1
202-1306,0,0,0,,,1
202-1308,0,0,0,,,1
202-605,0,0,0,,,1
202-602,0,0,0,,,1
202-603,0,0,0,,,1
202-604,0,0,0,,,1
202-1110,0,0,0,,,1
202-1305,0,0,0,,,1
202-1310,0,0,0,,,1
202-48,0,0,0,,,1
202-232,0,0,0,,,1
202-1285,0,0,0,,,0
202-1,200.53088422668085,2.234920634920635,54.49032541868394,,,0
203-58,0,0,0,,,1
203-1305,0,0,0,,,1
203-1306,0,0,0,,,1
203-602,0,0,0,,,1
203-603,0,0,0,,,1
203-604,0,0,0,,,1
203-1307,0,0,0,,,1
203-1310,0,0,0,,,1
203-19,0,0,0,,,1
203-232,0,0,0,,,1
203-323,0,0,0,,,1
203-688,0,0,0,,,1
203-122,0,0,0,,,1
203-1188,0,0,0,,,1
203-1285,0,0,0,,,0
203-1,811.2385770988456,7.89119769119769,192.0263627643588,,,0
204-572,0,0,0,,,1
204-1311,0,0,0,,,1
204-63,0,0,0,,,1
204-540,0,0,0,,,1
204-602,0,0,0,,,1
204-603,0,0,0,,,1
204-604,0,0,0,,,1
204-1305,0,0,0,,,1
204-1188,0,0,0,,,1
204-307,0,0,0,,,1
204-1213,0,0,0,,,1
204-655,0,0,0,,,1
204-1355,0,0,0,,,1
204-68,0,0,0,,,1
204-1285,0,0,0,,,0
204-1,464.8670497982148,4.801587301587301,117.80889178066778,,,0
205-1321,0,0,0,,,1
205-1322,0,0,0,,,1
205-1287,0,0,0,,,0
205-1,437.52192922184923,4.201587301587302,102.53962476773987,,,0
206-1338,0,0,0,,,1
206-1341,0,0,0,,,1
206-1340,0,0,0,,,1
206-1290,0,0,0,,,0
206-1,337.25648710850874,4.795959595959596,121.85060909180731,,,0
208-163,0,0,0,,,1
208-1344,0,0,0,,,1
208-1345,0,0,0,,,1
208-164,0,0,0,,,1
208-1347,0,0,0,,,1
208-1346,0,0,0,,,1
208-1291,0,0,0,,,0
208-1,638.0528134485301,5.415873015873015,130.16972698160941,,,0
209-1351,0,0,0,,,1
209-1356,0,0,0,,,1
209-1350,0,0,0,,,1
209-187,0,0,0,,,1
209-487,0,0,0,,,1
209-45,0,0,0,,,1
209-55,0,0,0,,,1
209-316,0,0,0,,,1
209-1383,0,0,0,,,1
209-1385,0,0,0,,,1
209-1106,0,0,0,,,1
209-1228,0,0,0,,,1
209-1292,0,0,0,,,0
209-1,929.7340995964294,8.353968253968254,201.7696093345128,,,0
210-1171,0,0,0,,,1
210-891,0,0,0,,,1
210-1172,0,0,0,,,1
210-1173,0,0,0,,,1
210-1030,0,0,0,,,1
210-1174,0,0,0,,,1
210-1145,0,0,0,,,0
210-1,246.10608518729018,2.858730158730159,70.10289539085161,,,0
211-891,0,0,0,,,1
211-1172,0,0,0,,,1
211-1173,0,0,0,,,1
211-1174,0,0,0,,,1
211-763,0,0,0,,,1
211-769,0,0,0,,,1
211-1030,0,0,0,,,1
211-1031,0,0,0,,,1
211-1033,0,0,0,,,1
211-1052,0,0,0,,,1
211-1068,0,0,0,,,1
211-1145,0,0,0,,,0
211-1,236.99104499516832,2.8492063492063493,69.92738657461106,,,0
212-888,0,0,0,,,1
212-889,0,0,0,,,1
212-1178,0,0,0,,,1
212-885,0,0,0,,,1
212-887,0,0,0,,,1
212-886,0,0,0,,,1
212-841,0,0,0,,,1
212-1176,0,0,0,,,1
212-1177,0,0,0,,,1
212-890,0,0,0,,,1
212-769,0,0,0,,,1
212-891,0,0,0,,,1
212-1173,0,0,0,,,1
212-843,0,0,0,,,1
212-1146,0,0,0,,,0
212-1,72.92032153697487,1.1111111111111112,28.02359592960888,,,0
213-888,0,0,0,,,1
213-885,0,0,0,,,1
213-887,0,0,0,,,1
213-889,0,0,0,,,1
213-1178,0,0,0,,,1
213-769,0,0,0,,,1
213-1173,0,0,0,,,1
213-1177,0,0,0,,,1
213-886,0,0,0,,,1
213-890,0,0,0,,,1
213-843,0,0,0,,,1
213-1146,0,0,0,,,0
213-1,355.4865674927525,3.715873015873016,90.46191807475549,,,0
214-833,0,0,0,,,1
214-1361,0,0,0,,,1
214-1362,0,0,0,,,1
214-1363,0,0,0,,,1
214-1294,0,0,0,,,0
214-1,537.7873713351896,5.049206349206349,122.72313863540319,,,0
215-37,0,0,0,,,1
215-35,0,0,0,,,1
215-535,0,0,0,,,0
215-1,291.68128614789947,4.125396825396826,103.69528281929303,,,0
216-156,0,0,0,,,1
216-506,0,0,0,,,0
216-1,437.5219292218492,4.700721500721501,115.3290100672381,,,0
217-666,0,0,0,,,1
217-667,0,0,0,,,1
217-1258,0,0,0,,,1
217-1394,0,0,0,,,1
217-668,0,0,0,,,1
217-670,0,0,0,,,1
217-1204,0,0,0,,,1
217-1391,0,0,0,,,1
217-1395,0,0,0,,,1
217-1300,0,0,0,,,1
217-37,0,0,0,,,1
217-559,0,0,0,,,1
217-630,0,0,0,,,1
217-1107,0,0,0,,,1
217-1213,0,0,0,,,1
217-1191,0,0,0,,,0
217-1,410.1768086454837,3.3682539682539683,80.2901214060449,,,0
218-24,0,0,0,,,1
218-101,0,0,0,,,1
218-666,0,0,0,,,1
218-667,0,0,0,,,1
218-93,0,0,0,,,1
218-1258,0,0,0,,,1
218-1393,0,0,0,,,1
218-559,0,0,0,,,1
218-630,0,0,0,,,1
218-662,0,0,0,,,1
218-1104,0,0,0,,,1
218-1107,0,0,0,,,1
218-1204,0,0,0,,,1
218-1213,0,0,0,,,1
218-1300,0,0,0,,,1
218-1191,0,0,0,,,0
218-1,200.53088422668085,2.468253968253968,61.47056176745098,,,0
219-1391,0,0,0,,,1
219-666,0,0,0,,,1
219-667,0,0,0,,,1
219-1258,0,0,0,,,1
219-1078,0,0,0,,,1
219-1080,0,0,0,,,1
219-1081,0,0,0,,,1
219-1394,0,0,0,,,1
219-1395,0,0,0,,,1
219-1214,0,0,0,,,1
219-1198,0,0,0,,,1
219-1204,0,0,0,,,1
219-1300,0,0,0,,,1
219-559,0,0,0,,,1
219-630,0,0,0,,,1
219-662,0,0,0,,,1
219-1107,0,0,0,,,1
219-1213,0,0,0,,,1
219-1191,0,0,0,,,0
219-1,319.02640672426503,3.1015873015873017,75.02485691882839,,,0
223-400,0,0,0,,,1
223-1387,0,0,0,,,1
223-1392,0,0,0,,,1
223-1398,0,0,0,,,1
223-1396,0,0,0,,,0
223-1,309.9113665321432,3.0015873015873016,72.84353305983868,,,0
224-656,0,0,0,,,1
224-1313,0,0,0,,,1
224-1317,0,0,0,,,1
224-1316,0,0,0,,,1
224-1318,0,0,0,,,1
224-1319,0,0,0,,,1
224-1157,0,0,0,,,1
224-1274,0,0,0,,,1
224-1286,0,0,0,,,0
224-1,556.0174517194333,5.686435786435786,138.82892169456855,,,0
225-1379,0,0,0,,,1
225-1305,0,0,0,,,1
225-1304,0,0,0,,,1
225-40,0,0,0,,,1
225-293,0,0,0,,,1
225-1309,0,0,0,,,1
225-161,0,0,0,,,1
225-421,0,0,0,,,1
225-1377,0,0,0,,,1
225-1378,0,0,0,,,1
225-1381,0,0,0,,,1
225-225,0,0,0,,,1
225-1380,0,0,0,,,1
225-448,0,0,0,,,1
225-449,0,0,0,,,1
225-1124,0,0,0,,,1
225-1280,0,0,0,,,1
225-433,0,0,0,,,1
225-923,0,0,0,,,1
225-924,0,0,0,,,1
225-1062,0,0,0,,,1
225-1074,0,0,0,,,1
225-1075,0,0,0,,,1
225-1213,0,0,0,,,1
225-1188,0,0,0,,,0
225-1,464.86704979821474,4.701587301587302,115.27062401747978,,,0
